2	8	92	17
7	10	98	62
14	8	95	161
14	9	86	81
15	8	84	44
22	8	78	50
24	8	84	1
25	9	99	176
37	9	89	160
52	8	81	173
60	9	91	74
68	9	98	103
74	8	99	94
78	9	92	60
81	9	93	107
86	10	96	104
91	9	99	79
100	9	87	144
102	9	84	155
110	10	91	136
111	9	82	30
115	9	93	93
120	9	83	36
121	8	75	119
124	8	79	118
126	9	96	11
129	8	91	115
132	8	92	156
134	8	100	39
134	8	82	6
137	8	90	163
139	9	87	114
139	8	95	76
149	9	86	157
151	8	87	3
158	9	83	114
164	9	96	87
181	8	93	159
183	8	88	57
194	8	81	135
195	8	98	94
196	8	97	66
197	8	79	168
200	9	84	65
210	8	79	49
222	8	87	35
222	10	99	165
224	9	94	72
225	8	73	151
231	8	94	153
233	8	86	156
248	9	92	25
252	8	76	131
253	9	91	141
257	10	92	75
263	11	100	129
266	8	87	61
281	9	84	120
296	8	79	19
298	8	90	53
298	8	80	122
327	9	91	92
335	8	77	48
341	9	83	170
361	10	99	97
362	9	87	17
363	8	95	144
364	8	79	105
367	10	94	124
369	9	86	45
374	8	94	133
380	8	74	31
381	9	98	146
382	9	96	15
382	9	97	167
382	8	100	115
389	10	100	180
393	8	89	93
400	10	94	100
402	11	100	149
404	9	96	83
424	9	98	35
425	10	93	95
426	9	89	120
427	8	75	4
427	8	94	13
429	8	83	75
430	8	89	89
433	9	87	98
438	10	99	17
445	9	92	18
448	10	97	78
452	8	86	142
454	8	99	45
484	8	93	91
487	8	81	62
489	8	96	107
490	8	94	21
490	9	98	63
493	9	91	8
505	8	90	156
510	8	98	164
512	9	98	9
513	8	85	68
520	9	88	152
525	8	97	131
528	8	76	21
544	8	92	77
545	9	88	163
549	8	78	79
574	10	91	57
582	8	97	21
591	10	91	176
595	8	77	122
601	8	97	103
603	11	100	69
612	9	83	49
614	9	99	166
628	8	77	52
634	8	77	141
636	9	89	78
644	9	92	101
645	8	98	37
653	9	93	67
653	8	83	85
656	8	91	116
659	8	84	35
660	8	87	95
670	8	80	85
678	9	89	90
679	8	78	21
682	10	99	130
683	9	95	29
691	8	94	139
693	8	74	103
693	10	94	90
697	8	84	33
697	9	85	70
720	8	94	44
724	10	99	128
725	8	85	10
727	10	99	78
728	8	76	77
735	10	92	111
742	9	92	77
745	9	92	64
745	9	89	136
747	8	79	106
750	9	98	92
754	9	95	20
759	8	83	179
760	10	92	15
763	9	96	48
765	9	92	92
767	8	84	77
775	8	86	123
776	9	82	79
785	9	93	134
790	8	86	48
804	8	94	106
805	8	84	131
806	9	83	136
817	9	83	7
818	10	96	144
824	10	100	58
829	8	80	165
835	8	97	159
840	9	96	84
844	9	99	33
851	9	93	106
865	9	92	5
865	10	98	35
867	9	84	1
868	8	90	113
875	8	92	1
879	9	91	156
883	9	92	164
888	9	83	159
890	10	91	104
898	8	78	83
